concept;prefLabel;altLabel;relatedMatch;exactMatch
http://example.org/skos/ELB_concept_105;song;Canciones', 'laulut', 'Pieśń', 'Piosenka', 'píseň', 'písně', 'písničky';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224492', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007430', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224036', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224439', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224460', 'http://www.yso.fi/onto/yso/p38247', 'http://www.yso.fi/onto/yso/p16293', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph312556', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph314842', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph335397', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph166548', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124876', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122981', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224485', 'http://www.yso.fi/onto/yso/p18116', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1201987', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120043', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224486', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123518', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007094', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119261', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224489', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125343', 'http://www.yso.fi/onto/yso/p28583', 'http://www.yso.fi/onto/yso/p4301', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007447', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125675', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224470', 'http://www.yso.fi/onto/yso/p10920', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126867', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224418', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3723396', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1002199', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224468', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138772', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph957062', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128148', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph556554', 'http://www.yso.fi/onto/yso/p13243', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph198710', 'https://datos.bne.es/tema/XX528837', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224414', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph194646', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224467', 'http://www.yso.fi/onto/yso/p2370', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114289', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125634', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph315253', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007446', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320413', 'http://www.yso.fi/onto/yso/p3139', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114897', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224491', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224498', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224376', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124354', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224365', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117494', 'http://www.yso.fi/onto/yso/p24510', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1010308', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1005213', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224481', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125018', 'http://www.yso.fi/onto/yso/p13836', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph981064', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117176', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224393', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph321488', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph135840', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122978', 'http://www.yso.fi/onto/yso/p27133', 'http://www.yso.fi/onto/yso/p16053', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224351', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224449', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119704', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320436', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224416', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224371', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224331', 'http://www.yso.fi/onto/yso/p12465', 'http://www.yso.fi/onto/yso/p8501', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph352433', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224415', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph556536', 'http://www.yso.fi/onto/yso/p18487', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115070', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1192350', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2485338', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224475', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224404', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119634', 'http://www.yso.fi/onto/yso/p6762', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224440', 'http://www.wikidata.org/entity/Q11864138', 'http://www.wikidata.org/entity/Q1786016', 'http://www.wikidata.org/entity/Q23691', 'http://www.wikidata.org/entity/Q2312959', 'http://www.wikidata.org/entity/Q25452063', 'http://www.wikidata.org/entity/Q5151790', 'http://www.wikidata.org/entity/Q627181', 'http://www.wikidata.org/entity/Q484692', 'http://www.wikidata.org/entity/Q502658', 'http://www.wikidata.org/entity/Q856713', 'http://www.wikidata.org/entity/Q1443316', 'http://www.wikidata.org/entity/Q3482281', 'http://www.wikidata.org/entity/Q7148059', 'http://www.wikidata.org/entity/Q60723717', 'http://www.wikidata.org/entity/Q2894096', 'http://www.wikidata.org/entity/Q820119', 'http://www.wikidata.org/entity/Q602446', 'http://www.wikidata.org/entity/Q15974722', 'http://www.wikidata.org/entity/Q2165184', 'http://www.wikidata.org/entity/Q1523875', 'http://www.wikidata.org/entity/Q2599792', 'http://www.wikidata.org/entity/Q3843655', 'http://www.wikidata.org/entity/Q893466', 'http://www.wikidata.org/entity/Q193605', 'http://www.wikidata.org/entity/Q276', 'http://www.wikidata.org/entity/Q101515433', 'http://www.wikidata.org/entity/Q380233', 'http://www.wikidata.org/entity/Q261434', 'http://www.wikidata.org/entity/Q64138195', 'http://www.wikidata.org/entity/Q1997853', 'http://www.wikidata.org/entity/Q829147', 'http://www.wikidata.org/entity/Q48952271', 'http://www.wikidata.org/entity/Q94499224', 'http://www.wikidata.org/entity/Q2956147', 'http://www.wikidata.org/entity/Q20737114', 'http://www.wikidata.org/entity/Q111535905';http://www.yso.fi/onto/yso/p2371', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115979', 'http://www.wikidata.org/entity/Q7366'
http://example.org/skos/ELB_concept_106;speech;Mowa', 'Mowy', 'projevy', 'proslovy', 'puheet', 'řeč';http://www.yso.fi/onto/yso/p16410', 'http://www.yso.fi/onto/yso/p12074', 'http://www.yso.fi/onto/yso/p24781', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128299', 'http://www.yso.fi/onto/yso/p16415', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph258277', 'http://www.yso.fi/onto/yso/p15602', 'http://www.yso.fi/onto/yso/p10740', 'http://www.yso.fi/onto/yso/p983', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119712', 'http://www.yso.fi/onto/yso/p28423', 'http://www.yso.fi/onto/yso/p11005', 'http://www.yso.fi/onto/yso/p15839', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1237303', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph466386', 'http://www.yso.fi/onto/yso/p4677', 'http://www.yso.fi/onto/yso/p16849', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph250065', 'http://www.yso.fi/onto/yso/p9174', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117229', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph164929', 'http://www.yso.fi/onto/yso/p2492', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1000000026774', 'http://www.yso.fi/onto/yso/p7003', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph273332', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124391', 'http://www.yso.fi/onto/yso/p6125', 'http://www.yso.fi/onto/yso/p12110', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1204037', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph270280', 'http://www.yso.fi/onto/yso/p241', 'http://www.yso.fi/onto/yso/p7467', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127473', 'http://www.yso.fi/onto/yso/p28546', 'http://www.yso.fi/onto/yso/p27675', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1241060', 'http://www.yso.fi/onto/yso/p28296', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph772704', 'http://www.yso.fi/onto/yso/p6941', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph870566', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126307', 'http://www.yso.fi/onto/yso/p20027', 'http://www.yso.fi/onto/yso/p8264', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127457', 'http://www.yso.fi/onto/yso/p26304', 'http://www.wikidata.org/entity/Q25481968', 'http://www.wikidata.org/entity/Q96574230', 'http://www.wikidata.org/entity/Q1282114', 'http://www.wikidata.org/entity/Q11888973', 'http://www.wikidata.org/entity/Q2330667', 'http://www.wikidata.org/entity/Q3358061', 'http://www.wikidata.org/entity/Q16346', 'http://www.wikidata.org/entity/Q11762416', 'http://www.wikidata.org/entity/Q5576720', 'http://www.wikidata.org/entity/Q202064', 'http://www.wikidata.org/entity/Q2313227', 'http://www.wikidata.org/entity/Q40998', 'http://www.wikidata.org/entity/Q82042', 'http://www.wikidata.org/entity/Q182545', 'http://www.wikidata.org/entity/Q52946', 'http://www.wikidata.org/entity/Q33226', 'http://www.wikidata.org/entity/Q2313338', 'http://www.wikidata.org/entity/Q184943', 'http://www.wikidata.org/entity/Q189436', 'http://www.wikidata.org/entity/Q283987', 'http://www.wikidata.org/entity/Q10690327', 'http://www.wikidata.org/entity/Q11867548', 'http://www.wikidata.org/entity/Q87709273', 'http://www.wikidata.org/entity/Q10469820', 'http://www.wikidata.org/entity/Q249697', 'http://www.wikidata.org/entity/Q1808730', 'http://www.wikidata.org/entity/Q22692', 'http://www.wikidata.org/entity/Q653347';http://www.yso.fi/onto/yso/p7468', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117285', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1006612', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124641', 'http://www.wikidata.org/entity/Q52946', 'http://www.wikidata.org/entity/Q861911'
http://example.org/skos/ELB_concept_107;spy literature;špionážní literatura';http://www.yso.fi/onto/yso/p5085', 'http://www.wikidata.org/entity/Q20664331';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph217887', 'http://www.wikidata.org/entity/Q20664331'
http://example.org/skos/ELB_concept_108;spy novel;špionážní romány', 'vakoiluromaanit';;
http://example.org/skos/ELB_concept_109;story;historky', 'Opowiadania', 'Opowiadanie', 'příběh', 'story';https://data.bn.org.pl/api/institutions/authorities.json?id=3643334', 'http://www.yso.fi/onto/yso/p28615', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118858', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607445', 'http://www.yso.fi/onto/yso/p10903', 'http://www.yso.fi/onto/yso/p6133', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph171146', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2164563', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3713233', 'http://www.yso.fi/onto/yso/p28674', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph837961', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1000000709112', 'http://www.yso.fi/onto/yso/p19305', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607464', 'http://www.yso.fi/onto/yso/p14345', 'http://www.yso.fi/onto/yso/p30183', 'http://www.yso.fi/onto/yso/p19257', 'http://www.yso.fi/onto/yso/p14710', 'http://www.yso.fi/onto/yso/p15905', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607393', 'http://www.yso.fi/onto/yso/p10767', 'http://www.yso.fi/onto/yso/p6185', 'http://www.yso.fi/onto/yso/p7686', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607477', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007109', 'http://www.yso.fi/onto/yso/p10423', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607467', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124923', 'http://www.yso.fi/onto/yso/p10904', 'http://www.yso.fi/onto/yso/p4009', 'http://www.yso.fi/onto/yso/p30333', 'http://www.yso.fi/onto/yso/p33451', 'http://www.yso.fi/onto/yso/p24639', 'http://www.yso.fi/onto/yso/p21981', 'http://www.yso.fi/onto/yso/p15340', 'http://www.wikidata.org/entity/Q215304', 'http://www.wikidata.org/entity/Q856663', 'http://www.wikidata.org/entity/Q390248', 'http://www.wikidata.org/entity/Q1505819', 'http://www.wikidata.org/entity/Q189349', 'http://www.wikidata.org/entity/Q858330', 'http://www.wikidata.org/entity/Q1347298', 'http://www.wikidata.org/entity/Q1519335', 'http://www.wikidata.org/entity/Q21590660', 'http://www.wikidata.org/entity/Q1318295';
http://example.org/skos/ELB_concept_110;tale;Gawęda';http://www.yso.fi/onto/yso/p28489', 'http://www.yso.fi/onto/yso/p12552', 'http://www.yso.fi/onto/yso/p18228', 'http://www.yso.fi/onto/yso/p17861', 'http://www.yso.fi/onto/yso/p12551', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph342351', 'http://www.yso.fi/onto/yso/p4990', 'http://www.yso.fi/onto/yso/p19727', 'http://www.yso.fi/onto/yso/p21416', 'http://www.yso.fi/onto/yso/p13988', 'http://www.wikidata.org/entity/Q2516435', 'http://www.wikidata.org/entity/Q1951220', 'http://www.wikidata.org/entity/Q109578095', 'http://www.wikidata.org/entity/Q17991521', 'http://www.wikidata.org/entity/Q1957385', 'http://www.wikidata.org/entity/Q1221280', 'http://www.wikidata.org/entity/Q148453';https://data.bn.org.pl/api/institutions/authorities.json?id=3676027'
http://example.org/skos/ELB_concept_111;tragedy;Tragedia', 'tragédie';http://www.yso.fi/onto/yso/p14896', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118449', 'http://www.yso.fi/onto/yso/p9238', 'http://www.wikidata.org/entity/Q80930';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138352', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1008575', 'http://www.wikidata.org/entity/Q80930'
http://example.org/skos/ELB_concept_112;travel literature;cestopisná literatura', 'Literatura de viajes', 'Literatura podróżnicza', 'matkakirjallisuus';https://datos.bne.es/tema/XX5462355';https://data.bn.org.pl/api/institutions/authorities.json?id=1840198', 'http://www.yso.fi/onto/yso/p5978', 'http://www.wikidata.org/entity/Q1072723'
http://example.org/skos/ELB_concept_113;visual poetry;Poezja wizualna', 'visuaalinen runous', 'vizuální poezie';;https://data.bn.org.pl/api/institutions/authorities.json?id=1602511', 'http://www.yso.fi/onto/yso/p29646', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127123', 'http://www.wikidata.org/entity/Q2578278'
http://example.org/skos/ELB_concept_114;war diary;sotapäiväkirjat', 'válečné deníky';;http://www.yso.fi/onto/yso/p8693', 'http://www.wikidata.org/entity/Q1788866'
http://example.org/skos/ELB_concept_115;war literature;literatura válečná', 'sotakirjallisuus', 'válečná literatura'; 'http://www.wikidata.org/entity/Q908667';http://www.yso.fi/onto/yso/p16334'
http://example.org/skos/ELB_concept_116;war novel;sotaromaani';;
http://example.org/skos/ELB_concept_117;war story;Opowiadanie wojenne';;
http://example.org/skos/ELB_concept_118;youth literature;Literatura młodzieżowa';http://www.yso.fi/onto/yso/p5398', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003734', 'http://www.wikidata.org/entity/Q1233720';
http://example.org/skos/ELB_concept_119;youth novel;Powieść młodzieżowa';https://datos.bne.es/tema/XX546824', 'https://datos.bne.es/tema/XX546823';
http://example.org/skos/ELB_concept_120;youth story;Opowiadanie młodzieżowe';;
